Weather Conditions,Province,Road Type,Vehicles type,Time Period,Suspected Cause,Accident Characteristics,Hour,Severity
0,58,4,8,1,69,35,5,0
0,42,1,8,1,16,29,5,0
0,27,1,10,3,16,35,6,0
0,35,1,8,3,69,35,6,0
0,7,1,3,3,16,35,7,3
0,4,6,6,2,49,22,10,0
0,37,1,8,2,16,7,11,3
0,2,1,10,2,16,7,11,0
0,69,1,8,5,16,35,12,1
0,2,6,10,5,16,35,12,1
0,64,1,10,0,16,7,13,1
0,2,1,10,0,16,7,14,0
0,19,1,10,0,42,7,15,1
0,73,1,8,0,16,7,15,0
0,37,1,10,0,16,35,16,1
0,15,1,3,0,16,7,16,3
0,11,1,8,0,16,35,16,1
0,69,1,8,0,16,22,17,1
0,75,5,8,0,17,36,17,0
0,64,1,8,0,16,7,18,0
0,44,1,10,0,16,7,18,1
0,6,1,8,4,42,29,20,2
0,55,1,7,4,84,35,22,0
0,2,0,3,4,14,22,23,2
0,2,7,0,4,0,113,23,0
0,18,1,8,4,84,11,23,3
0,19,5,3,3,15,0,9,1
0,42,1,3,0,15,0,17,1
0,66,1,2,0,15,0,18,3
0,20,1,3,4,15,0,19,3
0,76,1,8,1,16,35,1,1
0,52,1,10,1,16,35,2,2
0,1,4,8,1,16,36,3,0
0,47,1,3,1,16,35,3,1
0,9,1,6,1,69,7,3,1
0,14,5,8,1,16,36,4,1
0,19,1,5,1,16,35,4,1
6,70,1,10,1,16,35,5,0
0,17,1,8,3,49,35,6,0
0,61,1,8,3,69,35,6,0
0,4,4,8,3,16,36,6,0
0,72,1,3,3,16,7,7,0
0,48,1,8,3,16,35,7,3
0,13,1,10,3,16,35,7,1
0,76,1,8,3,102,22,9,1
0,7,1,10,2,16,35,10,0
0,13,5,4,2,16,36,11,1
0,52,1,8,5,16,7,12,0
0,12,1,8,5,16,29,12,1
0,4,1,5,5,16,35,12,0
0,19,5,10,0,42,7,13,1
0,46,1,10,0,90,7,13,3
0,2,1,8,0,16,7,13,0
0,68,1,10,0,69,35,13,1
0,9,1,10,0,42,7,14,0
0,5,1,8,0,16,35,14,0
0,69,1,8,0,16,22,14,0
0,73,1,8,0,16,35,14,0
0,56,1,8,0,16,35,15,0
0,6,1,10,0,16,35,16,0
0,22,1,15,0,15,144,16,3
0,21,1,6,0,69,35,16,0
0,73,1,10,0,69,35,16,1
0,20,1,8,0,16,7,18,1
0,66,1,10,0,16,29,18,3
0,60,4,6,4,54,22,19,2
0,76,5,3,4,16,36,19,3
0,21,1,3,4,42,7,19,3
0,9,1,10,4,16,7,21,1
0,11,1,6,4,16,35,23,0
0,54,1,10,1,87,7,0,1
0,71,1,10,1,16,35,1,1
0,67,1,10,1,16,35,1,1
0,72,1,10,1,16,35,2,0
0,34,1,8,1,16,35,3,1
0,53,1,4,1,42,7,4,1
0,11,1,8,1,16,35,5,1
0,2,1,10,1,49,35,5,0
0,10,1,5,1,69,35,5,0
0,3,1,7,1,69,35,5,0
0,23,1,10,3,16,35,6,0
0,2,1,8,3,16,7,6,0
0,7,1,8,3,49,35,6,0
0,52,1,8,3,49,22,7,0
0,77,5,3,3,84,147,7,1
0,39,5,8,3,16,152,8,0
0,61,1,8,3,16,7,8,1
0,68,1,15,3,16,35,8,0
0,64,4,14,3,82,36,8,1
0,58,1,8,3,69,35,8,1
0,72,4,10,3,16,7,8,0
0,2,6,10,3,16,7,9,1
0,9,1,8,3,49,7,9,1
0,56,1,8,2,49,35,10,1
0,2,1,8,2,16,7,10,1
0,19,1,8,2,16,35,10,1
0,52,1,10,2,83,90,10,1
0,9,1,10,2,16,35,10,1
0,10,1,15,2,16,35,10,0
0,72,1,8,2,16,7,10,1
0,63,5,6,2,23,35,11,0
0,27,4,8,5,16,36,12,0
0,66,1,10,5,16,7,12,1
0,9,1,10,5,16,7,12,0
0,29,1,10,5,16,7,12,1
0,9,4,10,0,16,35,13,0
0,40,5,7,0,16,152,13,0
0,49,5,5,0,16,35,13,1
0,27,0,3,0,16,36,14,3
0,70,1,8,0,16,35,14,0
0,66,1,15,0,16,35,14,0
0,10,5,8,0,16,36,14,0
0,3,1,10,0,16,35,15,1
0,67,1,10,0,16,35,16,1
0,49,4,8,0,42,7,16,3
0,49,4,8,0,38,28,16,3
0,9,1,6,0,16,7,16,0
0,6,1,10,0,16,7,17,3
0,52,1,14,0,16,7,17,1
0,74,5,8,0,16,152,18,0
0,44,1,8,0,42,7,18,2
0,45,1,8,0,16,7,18,3
0,40,1,8,4,69,35,19,0
0,48,1,6,4,16,7,19,3
0,61,1,10,4,16,7,19,1
0,50,1,10,4,16,35,19,1
0,54,1,8,4,22,3,20,3
0,2,1,3,4,16,7,21,1
0,49,1,3,4,16,7,21,3
0,55,1,6,4,33,35,23,0
0,77,5,3,3,84,0,7,1
0,52,1,10,2,83,0,10,1
0,58,1,8,1,69,35,0,0
0,7,1,8,1,16,35,2,0
0,47,1,10,1,69,35,2,1
0,45,1,8,1,16,35,3,0
6,13,1,10,1,16,35,3,1
6,56,1,8,1,16,35,5,0
0,64,4,8,1,16,35,5,0
0,17,7,10,1,16,35,5,1
0,17,1,8,1,16,35,5,1
0,16,4,6,1,69,35,5,0
0,15,1,5,3,69,35,6,1
0,15,1,6,3,69,7,6,1
0,9,1,10,3,16,7,7,0
0,33,1,8,3,49,7,7,3
0,15,1,8,3,16,7,7,0
0,52,1,3,3,97,90,8,1
0,23,1,8,3,69,35,8,1
0,64,0,10,3,14,22,8,3
0,20,1,8,3,21,19,8,1
0,59,1,8,3,16,35,8,1
0,40,5,10,3,91,8,8,3
0,75,5,8,3,17,36,9,1
0,66,1,15,3,16,35,9,0
0,3,1,10,2,16,35,10,2
0,8,1,10,2,16,7,11,0
0,69,1,10,5,16,35,12,1
0,20,4,10,5,42,7,12,1
0,6,1,5,0,16,35,13,0
0,7,5,10,0,16,36,15,0
5,23,1,8,0,16,35,16,0
0,25,7,3,0,42,29,16,1
0,61,1,10,0,16,7,16,0
0,19,5,10,0,16,36,17,1
0,9,5,6,0,16,7,17,1
0,54,1,5,0,100,7,17,0
0,73,1,8,0,16,35,17,0
0,54,3,8,0,85,7,17,0
0,54,3,8,0,16,7,17,0
0,55,1,8,4,16,35,19,2
0,24,5,8,4,16,36,20,0
0,6,1,6,4,16,7,21,0
0,14,6,8,4,16,22,21,0
0,19,5,7,4,69,36,21,0
0,42,1,8,4,16,35,23,2
0,48,1,3,4,16,7,23,3
0,45,1,8,4,49,35,23,0
0,52,1,3,3,97,0,8,1
0,20,1,8,3,21,0,8,1
0,40,5,10,3,91,0,8,3
0,8,1,3,1,23,35,0,3
0,7,1,10,1,16,35,0,2
5,39,1,8,1,16,35,0,0
0,54,4,10,1,16,7,1,2
0,47,1,10,1,16,35,2,0
0,9,1,7,1,16,35,4,1
0,29,1,15,1,16,35,4,0
0,16,1,8,1,69,35,5,0
0,9,1,5,1,16,7,5,3
0,59,1,5,3,69,35,6,3
0,75,1,8,3,16,35,8,3
0,54,1,8,3,16,35,9,0
0,3,1,8,3,42,7,9,1
0,55,1,13,3,15,8,9,3
0,9,1,10,3,16,7,9,0
0,61,1,8,3,42,7,9,0
0,49,1,7,2,16,35,10,0
0,2,1,10,2,16,7,10,0
0,10,1,8,2,16,35,11,1
0,64,5,10,2,16,36,11,1
0,27,1,6,2,16,7,11,1
0,2,1,8,2,16,7,11,1
0,26,4,3,2,102,7,11,1
0,28,1,8,2,49,35,11,1
0,59,1,3,5,16,7,12,3
0,48,1,8,5,16,35,12,0
0,71,5,10,0,16,36,13,0
0,64,1,6,0,42,7,13,1
0,74,1,10,0,69,22,13,1
0,38,1,10,0,16,35,14,0
0,74,4,6,0,82,7,14,1
0,2,1,0,0,16,7,15,1
0,21,1,8,0,16,7,15,1
0,38,7,3,0,16,46,17,3
0,74,1,3,0,16,7,18,3
0,71,7,8,0,42,29,18,2
6,35,5,10,0,87,36,18,0
0,25,1,8,0,16,35,18,3
0,11,1,10,0,16,35,18,0
0,74,1,3,4,16,7,19,3
0,54,1,10,4,87,35,20,0
0,35,1,8,4,87,35,20,1
0,53,1,8,4,16,7,20,0
0,6,1,8,4,16,35,21,1
0,26,1,8,4,16,35,21,1
0,70,1,2,4,16,7,23,3
0,42,1,10,4,16,35,23,1
0,15,1,8,4,16,35,23,1
0,54,0,6,4,16,22,23,0
0,55,1,13,3,15,0,9,3
0,24,1,3,1,16,35,0,3
0,67,1,8,1,16,35,0,0
0,72,1,10,1,16,7,0,0
0,19,1,8,1,42,3,1,3
0,45,1,8,1,16,7,1,1
0,33,5,3,1,16,7,2,1
0,27,1,7,1,17,35,3,0
0,46,5,7,1,16,36,3,0
0,45,1,8,1,16,35,5,0
6,55,1,3,1,44,22,5,3
0,54,1,7,1,63,35,5,0
0,11,1,10,3,16,29,7,2
0,2,1,6,3,16,22,8,0
0,59,1,8,3,69,35,8,0
0,27,1,15,3,16,35,8,0
0,38,1,10,3,16,7,8,1
0,32,1,8,3,16,35,8,0
0,76,5,6,3,85,7,9,1
0,2,1,8,3,90,35,9,1
0,17,1,10,3,16,29,9,2
6,20,1,5,3,69,35,9,1
0,72,5,5,3,16,36,9,0
0,61,1,3,3,16,7,9,1
0,2,1,8,3,16,7,9,1
0,19,1,8,2,16,35,10,3
0,7,5,8,2,16,35,10,0
0,9,1,8,2,16,35,10,0
0,3,5,6,2,69,36,11,1
0,10,1,15,2,16,35,11,0
0,54,1,5,2,31,152,11,0
0,49,4,8,5,23,35,12,0
0,2,1,7,5,16,7,12,0
0,49,1,7,5,16,35,12,0
0,19,1,10,0,16,35,13,0
0,70,1,8,0,16,35,14,1
0,10,1,7,0,16,7,15,0
5,12,5,6,0,16,36,15,1
0,9,1,8,0,16,7,15,0
0,61,7,8,0,42,29,15,1
0,53,1,8,0,84,7,16,0
0,52,1,10,0,16,7,16,0
0,8,1,8,0,16,7,16,1
0,8,1,10,0,16,7,16,1
0,71,1,8,0,69,35,16,3
0,60,1,8,0,16,29,17,1
0,70,1,10,0,16,7,17,3
0,61,1,3,0,16,7,17,1
0,64,5,10,0,16,36,17,0
0,19,1,8,0,16,35,18,0
0,2,1,10,4,16,7,19,0
0,37,1,10,4,69,7,19,1
0,54,1,6,4,16,7,21,0
0,19,1,6,4,16,7,21,1
0,4,1,8,4,16,35,21,0
0,15,1,8,4,69,35,22,1
0,2,1,10,4,42,7,22,0
6,9,4,6,4,42,7,22,0
0,2,7,0,4,64,115,22,1
0,58,4,10,4,16,35,23,1
0,2,7,0,4,0,46,22,1
0,52,1,10,1,12,90,1,1
0,58,5,7,1,82,36,1,1
0,2,1,10,1,16,35,1,0
0,72,1,8,1,16,35,2,0
0,19,4,8,1,16,7,3,0
0,75,4,8,1,16,35,3,0
0,48,1,8,1,16,35,4,1
0,29,1,8,1,16,35,4,0
0,7,1,8,1,16,7,5,1
0,52,1,10,1,12,90,5,1
0,44,1,10,3,69,35,6,2
0,61,5,8,3,16,36,6,1
0,15,1,8,3,16,35,6,0
0,54,1,10,3,42,7,7,0
0,50,1,15,3,16,35,7,0
0,11,1,4,3,16,35,8,3
0,21,5,7,3,16,7,8,3
0,54,1,10,3,16,7,8,0
0,76,5,3,3,15,147,8,1
0,34,1,10,3,16,35,9,1
0,58,1,8,3,16,7,9,1
0,54,1,8,3,26,35,9,0
0,9,1,6,2,16,7,10,0
0,73,1,5,2,16,35,11,0
0,27,1,10,2,16,7,11,0
0,2,1,10,2,16,35,11,1
0,61,7,14,2,42,28,11,1
0,19,1,10,5,16,35,12,1
0,2,1,0,5,16,7,12,1
0,9,1,10,5,16,7,12,2
0,72,5,10,0,16,152,13,1
0,24,5,5,0,69,36,13,0
0,54,1,10,0,16,35,13,1
0,9,1,8,0,16,7,14,0
0,21,1,8,0,69,35,14,1
0,54,4,8,0,16,7,14,0
0,61,1,5,0,16,35,14,0
0,20,5,8,0,16,36,14,0
0,28,1,8,0,42,7,14,0
0,54,1,8,0,16,35,15,0
0,77,5,6,0,82,22,15,1
0,9,1,10,0,85,7,15,0
0,20,1,8,0,16,35,15,1
0,61,1,8,0,16,7,16,0
0,42,1,8,0,16,35,16,0
0,65,1,10,0,69,35,16,2
0,61,4,8,0,42,7,16,1
0,54,1,8,0,42,35,16,0
0,9,1,8,0,16,35,17,0
0,46,4,5,0,16,7,17,1
0,2,1,10,0,16,7,17,0
0,54,1,8,0,16,35,17,0
0,47,1,10,0,16,35,17,1
0,37,1,1,0,16,3,18,3
0,31,1,6,0,49,3,18,2
0,1,1,5,4,54,22,19,3
0,2,1,3,4,16,7,19,1
0,62,1,8,4,69,35,19,1
0,58,1,8,4,49,35,20,0
0,54,1,10,4,14,22,21,0
0,19,4,6,4,16,22,22,0
0,2,1,7,4,49,7,22,0
0,22,1,10,4,87,35,23,1
0,43,1,8,4,49,35,23,1
0,43,1,8,4,16,35,23,1
0,52,1,10,1,12,0,1,1
0,52,1,10,1,12,0,5,1
0,76,5,3,3,15,0,8,1
0,2,6,10,1,16,7,0,1
0,9,1,10,1,16,35,1,0
0,74,5,3,1,16,36,1,0
0,75,5,8,1,16,36,1,0
0,2,1,10,1,42,7,2,1
0,2,1,5,1,16,7,2,1
5,69,1,8,1,16,35,2,1
0,22,1,3,1,87,35,2,2
0,2,1,3,1,97,90,3,1
0,19,1,10,1,69,35,3,1
0,2,1,6,1,16,7,3,1
0,2,1,10,1,16,7,3,1
0,22,1,8,1,87,35,4,1
0,66,4,10,1,69,35,4,0
0,3,1,8,3,16,29,6,1
0,54,1,10,3,16,152,6,1
0,14,5,8,3,16,36,6,3
5,28,5,8,3,16,36,7,3
0,29,7,7,3,14,22,9,2
0,1,5,7,2,16,7,10,0
0,70,1,10,2,16,35,11,0
0,38,1,3,2,16,35,11,3
0,35,1,10,2,16,35,11,1
0,37,1,10,5,16,35,12,1
0,54,1,10,5,16,7,12,0
0,76,4,5,5,42,7,12,3
0,19,1,3,5,16,35,12,1
0,35,5,8,5,16,36,12,1
0,2,1,6,5,42,7,12,1
0,9,1,8,0,16,7,13,0
0,2,7,8,0,0,7,13,0
0,2,7,0,0,0,35,14,1
5,12,1,8,0,16,35,14,2
0,46,1,3,0,16,7,15,1
0,28,1,10,0,16,35,16,1
0,9,1,8,0,16,7,16,0
0,67,1,5,0,49,46,17,0
0,2,1,10,0,16,35,17,0
0,42,1,8,0,16,35,18,0
0,37,1,10,0,16,7,18,1
0,52,1,8,0,16,7,18,0
0,72,1,10,4,16,7,20,1
0,59,1,8,4,22,3,20,3
0,4,1,7,4,16,35,21,0
0,2,1,3,1,97,0,3,1
0,2,5,8,0,0,7,13,0
0,2,4,0,0,0,35,14,1
0,72,4,3,1,16,7,0,3
0,16,1,5,1,69,29,3,1
0,17,1,6,1,69,35,4,0
0,9,1,8,1,16,35,4,0
0,64,1,3,1,16,7,4,3
0,69,1,8,1,16,35,4,1
0,69,1,8,1,16,35,5,0
0,27,1,5,1,16,35,5,1
0,20,1,7,3,16,35,6,0
0,2,1,10,3,16,7,6,0
0,58,1,10,3,84,35,7,0
0,50,6,3,3,16,7,7,1
0,32,1,8,3,16,35,7,1
0,37,7,3,3,14,22,8,1
0,20,5,3,3,42,7,8,3
0,24,5,15,3,16,36,9,0
0,10,1,15,3,16,35,9,0
0,20,5,8,3,16,36,9,1
0,45,4,15,2,16,35,10,0
0,54,1,7,2,16,35,10,0
0,69,1,10,2,16,35,10,1
0,3,5,8,2,3,36,11,0
0,37,1,3,5,42,29,12,1
0,75,5,8,5,16,29,12,0
0,2,1,8,5,16,35,12,1
0,33,1,8,0,16,35,13,0
0,19,1,15,0,16,35,13,0
0,74,5,4,0,16,7,13,1
0,68,4,8,0,16,7,13,2
0,73,1,8,0,16,35,13,1
0,71,6,8,0,84,36,14,0
0,73,1,8,0,49,35,15,1
0,51,1,3,0,15,8,15,1
0,8,1,8,0,16,35,15,1
0,7,1,8,0,16,35,15,1
0,54,1,8,0,16,35,16,1
0,58,1,10,0,16,7,16,1
0,41,5,7,0,16,36,17,0
0,53,1,8,0,49,35,18,1
0,2,1,8,0,16,7,18,0
0,76,1,4,4,42,7,19,2
0,74,5,6,4,82,152,20,0
0,38,5,3,4,16,36,20,3
0,2,1,10,4,16,7,20,0
0,27,1,8,4,22,3,22,3
0,58,1,8,4,92,35,22,1
0,22,1,10,4,16,35,23,0
0,66,1,8,4,16,35,23,1
0,21,1,10,4,16,35,23,1
0,51,1,3,0,15,0,15,1
0,34,1,6,1,16,35,0,0
0,72,5,10,1,69,36,1,0
0,58,1,4,1,69,35,2,1
0,69,1,8,1,69,35,2,1
0,19,1,4,1,16,35,3,3
0,31,1,10,1,16,35,4,1
0,66,1,6,1,16,7,4,0
0,2,4,8,1,16,35,4,0
0,17,1,6,1,16,7,5,1
0,7,1,10,3,16,35,6,0
0,72,1,10,3,16,7,6,1
0,74,5,8,3,69,35,6,0
0,2,1,10,3,16,7,6,0
0,64,1,3,3,14,22,7,3
0,15,5,6,3,16,36,8,0
0,43,1,8,3,16,7,8,3
0,2,1,10,3,16,7,8,0
0,43,1,6,3,42,7,8,3
0,73,1,6,3,16,7,8,1
0,35,4,8,3,42,29,9,1
0,2,1,10,3,42,7,9,1
0,25,4,5,2,16,35,10,1
0,2,1,15,2,16,35,10,0
0,74,1,10,2,16,7,10,1
0,39,5,15,2,16,36,11,0
0,73,1,10,2,16,7,11,1
0,62,5,10,2,16,36,11,1
0,37,5,10,5,16,35,12,0
0,15,1,10,5,16,35,12,1
0,9,1,10,0,16,7,13,0
0,23,1,8,0,16,35,13,3
0,49,6,6,0,16,36,13,0
0,9,1,10,0,16,7,14,0
0,76,1,10,0,16,7,16,1
0,48,5,10,0,69,35,16,0
0,64,1,10,0,16,35,17,3
0,21,4,6,0,82,7,17,0
0,66,5,3,0,15,145,17,2
0,72,1,3,0,16,7,17,1
0,52,1,10,0,16,7,18,0
0,54,4,3,0,16,35,18,1
6,47,1,3,0,85,5,18,3
0,35,1,3,0,16,35,18,3
0,31,1,8,0,42,7,18,3
0,58,4,10,4,42,7,19,1
0,44,1,8,4,16,7,19,3
0,49,7,10,4,42,29,19,1
0,33,5,6,4,16,36,20,1
0,31,1,8,4,16,35,20,2
0,11,1,10,4,16,35,20,0
0,46,4,3,4,16,35,21,1
0,75,1,6,4,16,35,21,1
0,28,1,10,4,84,35,21,0
0,7,6,3,4,42,7,22,2
0,9,1,10,4,16,35,22,0
0,3,4,8,4,16,35,22,2
0,54,1,8,4,16,35,22,0
0,2,1,8,4,16,7,23,0
0,5,1,6,4,16,35,23,0
0,66,5,3,0,15,0,17,2
0,7,1,8,1,16,35,0,1
0,73,1,5,1,16,7,1,0
0,46,5,7,1,16,36,4,1
0,30,1,8,1,16,22,5,0
0,58,1,10,1,84,35,5,0
0,72,5,8,1,16,152,5,0
0,2,4,10,1,16,7,5,0
0,3,1,10,3,16,35,6,1
0,12,1,8,3,49,35,6,1
0,6,1,8,3,16,35,7,3
0,47,1,10,3,100,7,8,0
0,66,4,3,3,42,29,8,1
0,2,1,3,3,16,7,8,1
0,45,1,6,3,16,35,8,0
0,3,5,8,3,16,29,8,2
0,69,1,10,3,16,35,9,1
0,11,1,15,3,16,35,9,0
0,2,1,8,2,16,7,10,1
0,25,5,8,2,84,7,10,1
0,2,1,10,2,16,7,10,0
0,2,7,14,2,103,46,10,0
0,52,1,6,2,83,90,10,0
0,55,4,6,2,16,7,11,0
0,47,1,10,5,17,35,12,0
0,9,1,15,0,16,35,13,0
0,26,4,5,0,31,35,13,0
0,11,1,8,0,16,35,13,0
0,58,5,6,0,16,36,13,0
0,66,1,8,0,49,35,13,1
0,4,1,8,0,69,35,14,1
0,52,1,8,0,16,7,14,0
0,58,1,8,0,16,7,16,1
0,15,1,6,0,16,35,17,0
0,9,1,6,0,16,35,18,2
0,30,1,10,0,16,35,18,1
0,2,4,8,0,69,35,18,0
0,59,1,8,4,16,7,20,1
0,28,1,6,4,49,152,21,0
0,76,5,8,4,85,29,21,3
0,2,7,0,4,10,22,21,0
0,46,1,8,4,49,35,22,0
0,58,1,8,4,14,22,22,3
0,19,1,6,4,69,35,23,1
0,48,1,8,4,16,35,23,0
0,38,5,6,4,16,7,23,3
0,52,1,6,2,83,0,10,0
0,2,7,0,4,0,22,21,0
0,49,1,8,1,16,35,0,0
0,48,1,6,1,69,35,1,0
0,28,1,6,1,16,35,2,0
0,60,1,10,1,16,35,2,1
0,72,1,8,1,16,35,2,0
0,19,1,8,1,16,35,4,0
0,7,1,8,1,16,35,5,0
0,2,1,10,3,16,7,6,0
0,37,1,5,3,16,7,7,3
0,47,1,8,3,16,7,8,0
0,68,1,10,3,16,35,8,1
0,13,4,5,3,16,7,8,0
0,22,1,10,3,16,35,9,1
0,6,1,7,2,16,35,10,1
0,2,1,8,2,16,35,10,0
0,26,4,3,2,100,7,11,3
0,9,1,7,2,16,7,11,0
0,33,1,6,5,16,35,12,0
0,27,1,6,5,16,7,12,3
0,53,4,8,0,16,36,13,1
0,54,1,10,0,77,7,13,0
0,19,6,8,0,16,22,14,0
0,58,1,8,0,16,7,14,1
0,72,1,8,0,69,22,14,1
0,42,1,10,0,15,4,14,1
0,52,1,10,0,16,35,14,1
0,68,5,5,0,69,36,15,0
0,55,1,6,0,23,7,15,0
0,24,1,10,0,69,22,15,1
0,70,1,5,0,16,7,15,3
0,2,1,10,0,16,7,15,0
0,68,1,8,0,16,35,15,0
0,22,1,10,0,16,35,15,0
0,9,5,10,0,16,36,15,0
0,22,1,10,0,16,7,16,3
0,2,1,8,0,16,7,16,0
0,59,1,6,0,69,35,17,1
0,2,1,10,0,16,7,17,0
0,10,1,10,0,16,35,17,0
0,2,5,10,0,16,36,17,1
0,22,1,3,0,16,7,17,3
0,75,5,7,0,16,36,17,0
0,44,1,8,0,16,35,17,1
0,66,1,10,0,16,29,18,1
0,60,1,3,0,16,29,18,3
0,74,1,8,4,16,7,19,1
0,59,1,8,4,16,35,19,1
0,9,1,10,4,16,35,19,1
0,74,1,10,4,16,35,20,1
0,2,1,10,4,16,22,20,0
0,74,4,8,4,38,7,20,3
0,27,1,6,4,16,7,20,0
0,76,1,3,4,84,143,21,3
0,9,0,10,4,16,7,21,0
0,9,1,10,4,16,7,22,1
0,70,1,8,4,16,35,22,0
0,2,1,10,4,16,7,22,0
0,2,1,3,4,14,22,23,1
0,42,1,10,0,15,3,14,1
0,76,1,3,4,84,0,21,3
0,45,1,6,1,23,35,0,0
0,31,1,8,1,16,35,1,2
0,64,1,8,1,69,7,2,1
0,2,1,10,1,16,7,4,0
0,19,5,7,1,69,35,5,1
5,20,4,10,1,16,35,5,0
0,44,1,8,1,69,35,5,1
0,47,1,10,1,16,35,5,1
0,1,5,3,3,42,5,6,1
0,3,1,8,3,16,35,6,2
0,71,5,8,3,16,35,7,1
0,43,1,10,3,16,35,8,1
0,2,7,3,3,85,7,8,1
0,9,1,10,3,16,7,8,2
0,19,5,10,3,16,36,8,1
0,2,1,10,3,16,7,8,1
0,27,1,3,3,16,7,9,3
0,4,1,15,3,16,35,9,0
0,4,1,15,3,16,35,9,0
0,4,1,15,3,16,35,9,0
0,34,1,10,3,42,7,9,0
0,21,4,15,3,31,35,9,0
0,21,1,8,3,16,35,9,0
0,9,1,6,3,16,35,9,1
0,8,1,15,3,16,7,9,0
0,2,7,0,3,6,5,9,0
0,46,1,7,2,16,35,10,0
0,20,1,10,2,16,29,10,1
0,59,7,8,2,42,7,11,0
0,9,1,10,2,16,7,11,1
0,9,1,5,5,16,7,12,0
0,40,1,8,5,16,22,12,0
0,57,4,3,5,38,28,12,3
0,45,1,8,5,49,35,12,0
0,2,1,10,5,16,7,12,0
0,70,1,6,0,16,7,13,1
0,27,1,4,0,16,7,13,0
0,70,1,8,0,16,35,13,0
0,9,1,15,0,16,35,14,0
0,54,1,7,0,16,29,14,1
0,2,7,0,0,0,5,15,1
0,69,1,15,0,16,35,15,0
0,2,1,6,0,16,35,15,0
0,2,1,3,0,16,7,15,1
0,4,1,6,0,16,35,16,0
0,76,7,3,0,100,7,16,1
0,9,1,10,0,16,7,16,1
0,4,1,15,0,16,35,17,0
0,19,1,8,0,16,35,18,0
0,7,7,10,0,103,46,18,1
0,2,1,10,4,16,7,19,1
0,15,5,3,4,44,22,19,1
0,37,1,10,4,16,3,19,3
0,55,1,8,4,16,35,19,0
0,54,1,3,4,84,35,22,1
0,7,1,3,4,15,8,23,3
0,7,1,3,4,15,0,23,3
0,2,7,0,3,0,5,9,0
0,2,1,0,0,0,5,15,1
0,43,5,3,1,16,36,0,3
0,19,1,5,1,69,35,1,0
0,75,5,8,1,16,35,1,1
0,58,1,8,1,16,7,1,0
0,62,1,10,1,42,35,2,0
0,2,1,3,1,16,35,2,1
0,24,1,8,1,16,35,2,1
0,19,1,8,1,23,35,2,3
0,72,1,3,1,16,35,3,3
0,54,1,3,1,16,35,4,1
0,9,4,6,1,16,35,5,0
0,33,1,6,1,16,35,5,2
0,20,4,8,3,16,35,6,1
0,2,1,10,3,16,7,7,1
0,17,1,6,3,31,7,7,1
0,58,1,8,3,42,29,7,1
0,2,1,10,3,16,7,7,1
0,7,1,3,3,32,22,8,3
0,8,1,8,3,16,35,8,0
0,19,5,10,3,69,36,8,0
0,2,1,3,3,42,7,9,0
0,2,1,3,3,16,7,9,1
0,62,5,8,2,16,36,11,1
0,38,1,10,2,16,35,11,1
0,15,5,8,0,16,36,13,1
6,13,5,8,0,16,36,13,1
0,65,1,7,0,16,35,13,3
0,74,5,10,0,17,36,13,1
0,6,1,8,0,16,35,13,1
0,64,1,8,0,49,35,13,0
0,37,1,3,0,16,35,14,1
0,27,1,10,0,16,7,14,0
0,70,7,10,0,16,35,14,0
0,4,1,8,0,16,35,14,0
0,2,1,8,0,16,7,14,0
0,74,5,10,0,17,29,15,1
0,54,1,10,0,16,7,15,0
0,5,5,7,0,16,36,16,0
0,61,1,8,0,16,35,16,1
0,12,5,6,0,16,36,16,2
0,66,7,3,0,15,76,17,2
0,2,1,10,0,42,7,17,0
0,72,5,8,0,69,36,17,3
0,2,1,8,0,16,7,17,0
0,10,1,10,0,16,7,17,1
0,2,1,4,0,16,7,18,1
0,30,1,10,4,16,35,19,1
0,2,1,6,4,42,7,19,0
0,2,1,3,4,42,7,19,1
0,50,4,5,4,16,7,19,1
0,12,1,14,4,69,35,20,1
0,9,1,5,4,16,35,20,1
0,72,5,6,4,16,36,22,0
0,29,1,6,4,16,35,22,3
0,57,1,10,4,16,7,22,3
0,6,1,8,4,16,35,23,0
0,59,1,8,4,16,35,23,1
0,66,7,3,0,15,0,17,2
0,9,1,10,1,69,29,0,0
0,72,1,5,1,16,22,0,1
0,2,1,8,1,49,7,0,1
5,50,1,6,1,16,35,1,0
0,15,1,8,1,69,35,1,0
0,72,1,10,1,16,35,1,1
0,67,1,8,1,16,35,1,1
0,9,1,10,1,16,35,2,1
0,9,1,10,1,16,35,2,1
0,72,1,10,1,16,35,2,1
0,15,1,10,1,16,35,4,1
0,19,1,10,3,69,35,6,1
0,58,1,5,3,69,35,6,1
0,19,1,10,3,16,35,6,1
0,28,1,7,3,16,35,6,0
0,67,1,7,3,16,35,8,1
0,2,1,5,3,16,35,8,1
0,2,1,8,3,16,7,8,1
0,58,1,10,3,16,35,8,0
0,64,4,7,3,16,35,9,0
0,6,1,8,2,16,35,10,2
0,71,5,8,5,16,36,12,0
0,40,1,8,5,16,7,12,1
0,8,5,6,0,16,36,13,1
0,29,5,7,0,16,22,13,0
0,44,1,6,0,23,7,13,2
0,10,1,10,0,72,35,14,1
0,31,1,8,0,16,35,14,3
0,9,1,10,0,16,35,14,0
0,69,6,10,0,16,22,14,1
0,24,1,8,0,69,22,14,0
5,50,1,8,0,16,22,16,3
0,19,1,10,0,16,35,16,1
0,2,1,6,0,16,7,17,1
